num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_agent_steps_sampled_this_iter,num_agent_steps_trained_this_iter,num_agent_steps_sampled_throughput_per_sec,num_agent_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/defend_policy/num_agent_steps_trained,info/learner/defend_policy/num_grad_updates_lifetime,info/learner/defend_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/assault_policy/num_agent_steps_trained,info/learner/assault_policy/num_grad_updates_lifetime,info/learner/assault_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/support_policy/num_agent_steps_trained,info/learner/support_policy/num_grad_updates_lifetime,info/learner/support_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/defend_policy/learner_stats/allreduce_latency,info/learner/defend_policy/learner_stats/grad_gnorm,info/learner/defend_policy/learner_stats/cur_kl_coeff,info/learner/defend_policy/learner_stats/cur_lr,info/learner/defend_policy/learner_stats/total_loss,info/learner/defend_policy/learner_stats/policy_loss,info/learner/defend_policy/learner_stats/vf_loss,info/learner/defend_policy/learner_stats/vf_explained_var,info/learner/defend_policy/learner_stats/kl,info/learner/defend_policy/learner_stats/entropy,info/learner/defend_policy/learner_stats/entropy_coeff,info/learner/assault_policy/learner_stats/allreduce_latency,info/learner/assault_policy/learner_stats/grad_gnorm,info/learner/assault_policy/learner_stats/cur_kl_coeff,info/learner/assault_policy/learner_stats/cur_lr,info/learner/assault_policy/learner_stats/total_loss,info/learner/assault_policy/learner_stats/policy_loss,info/learner/assault_policy/learner_stats/vf_loss,info/learner/assault_policy/learner_stats/vf_explained_var,info/learner/assault_policy/learner_stats/kl,info/learner/assault_policy/learner_stats/entropy,info/learner/assault_policy/learner_stats/entropy_coeff,info/learner/support_policy/learner_stats/allreduce_latency,info/learner/support_policy/learner_stats/grad_gnorm,info/learner/support_policy/learner_stats/cur_kl_coeff,info/learner/support_policy/learner_stats/cur_lr,info/learner/support_policy/learner_stats/total_loss,info/learner/support_policy/learner_stats/policy_loss,info/learner/support_policy/learner_stats/vf_loss,info/learner/support_policy/learner_stats/vf_explained_var,info/learner/support_policy/learner_stats/kl,info/learner/support_policy/learner_stats/entropy,info/learner/support_policy/learner_stats/entropy_coeff
0,0,0,1005000,1005000,25125,25125,8040,8040,77.72614299027525,77.72614299027525,1005000,1005000,1005000,8040,1005000,False,125,default,2026-03-07_15-54-15,1772898855,103.4403133392334,103.4403133392334,7,dc23a8baeca3,172.18.0.2,103.4403133392334,1,25125,25125,1005000,1005000,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,103440.111,0.018,103440.011,102161.178,1271.461,158.086,0.006,25125,25125,1005000,1005000,3.8564285714285713,6.253571428571429,[],[],482.4,15.5,14.5,459.42857142857144,21.5,20.5,482.4,15.5,14.5,0.0,0.5,0.50625,0.0003,0.6942863881587982,-0.01763674789108336,1.4070977528889974,0.9855220019817352,0.008517991074040766,-0.4062040348847707,0.010000000000000002,0.0,0.5,0.7593750000000001,0.0003,0.890742465144112,-0.02011277226154648,1.8072747531391324,0.9741832315921783,0.006545276138889936,-0.22475324784006392,0.01,0.0,0.5,0.7593749999999998,0.0003,0.691528958082199,-0.028546415021022162,1.4226062854131063,0.9777677357196808,0.007456659512051071,-0.31098456581433614,0.010000000000000002
0,0,0,1013040,1013040,25326,25326,8040,8040,78.78384257135112,78.78384257135112,1013040,1013040,1013040,8040,1013040,False,126,default,2026-03-07_15-55-58,1772898958,102.05158162117004,205.49189496040344,7,dc23a8baeca3,172.18.0.2,205.49189496040344,2,25326,25326,1013040,1013040,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,102745.752,0.02,102745.67,101629.844,1108.642,181.303,0.005,25326,25326,1013040,1013040,3.963768115942029,6.401449275362318,[],[],482.4,45.5,14.5,459.42857142857144,63.5,20.5,482.4,45.5,14.5,0.0,0.5,0.50625,9.975e-05,0.8032053192456563,-0.014731301336238782,1.626058808962504,0.894129874308904,0.007747459058009554,-0.4080182959636052,0.0024142857142857147,0.0,0.5,0.7593750000000001,9.974999999999999e-05,0.8995922009150187,-0.014632019979347075,1.818296418303535,0.921526000613258,0.005973062116460088,-0.22375796628849848,0.0024142857142857143,0.0,0.5,0.7593749999999998,9.975e-05,0.7642032523949941,-0.022449511553471288,1.5617068807284038,0.8345037202040354,0.006650521251140162,-0.3102705707152685,0.0024142857142857147
0,0,0,1021080,1021080,25527,25527,8040,8040,77.76093616940814,77.76093616940814,1021080,1021080,1021080,8040,1021080,False,127,default,2026-03-07_15-57-41,1772899061,103.39422535896301,308.88612031936646,7,dc23a8baeca3,172.18.0.2,308.88612031936646,3,25527,25527,1021080,1021080,9549.503525158023,9549.503525158023,9549.503525158023,500.0,500,0,1,9549.503525158023,9549.503525158023,9549.503525158023,1,102961.777,0.018,102961.704,101883.626,1071.041,187.668,0.005,25527,25527,1021080,1021080,3.7371428571428575,6.426428571428571,[9549.503525158023],[500],482.4,75.5,14.5,459.42857142857144,105.5,20.5,482.4,75.5,14.5,0.0,0.5,0.50625,9.9348e-05,0.8718533953030904,-0.019197635911405088,1.7716856161753336,0.9432690540949503,0.008348477360899172,-0.4105696201324463,0.0023913142857142863,0.0,0.5,0.7593750000000001,9.9348e-05,1.232352077960968,-0.01684643985659239,2.488637441680545,0.9335021348226638,0.005713804198118548,-0.22618229048592703,0.0023913142857142863,0.0,0.5,0.7593749999999998,9.9348e-05,0.7939079324404399,-0.019624315047015745,1.6135292808214823,0.9258619467417399,0.007925103167751028,-0.31342393656571704,0.0023913142857142863
0,0,0,1029120,1029120,25728,25728,8040,8040,77.19665441587154,77.19665441587154,1029120,1029120,1029120,8040,1029120,False,128,default,2026-03-07_15-59-26,1772899166,104.15003323554993,413.0361535549164,7,dc23a8baeca3,172.18.0.2,413.0361535549164,4,25728,25728,1029120,1029120,9549.503525158023,9549.503525158023,9549.503525158023,500.0,500,0,0,9549.503525158023,9549.503525158023,9549.503525158023,0,103258.734,0.018,103258.655,102173.39,1078.266,186.41,0.005,25728,25728,1029120,1029120,3.732608695652174,6.401449275362318,[9549.503525158023],[500],482.4,105.5,14.5,459.42857142857144,147.5,20.5,482.4,105.5,14.5,0.0,0.5,0.50625,9.894599999999998e-05,0.7862753788630168,-0.017191230909277995,1.5958844463030497,0.9197810928026835,0.00898859151978589,-0.41121518015861513,0.002368342857142857,0.0,0.5,0.7593750000000001,9.894600000000001e-05,0.8671038164978936,-0.02435842375936253,1.771996069522131,0.9354272413821447,0.006489630421063859,-0.22637526158775603,0.002368342857142857,0.0,0.5,0.7593749999999998,9.894599999999998e-05,0.5765395224094391,-0.022031872998923063,1.1848952213923136,0.9222623566786449,0.00707746834353505,-0.316394105553627,0.002368342857142857
0,0,0,1037160,1037160,25929,25929,8040,8040,77.98277410677976,77.98277410677976,1037160,1037160,1037160,8040,1037160,False,129,default,2026-03-07_16-01-09,1772899269,103.10057163238525,516.1367251873016,7,dc23a8baeca3,172.18.0.2,516.1367251873016,5,25929,25929,1037160,1037160,9549.503525158023,8804.038271801875,9176.77089847995,500.0,1000,0,1,9549.503525158023,8804.038271801875,9176.77089847995,1,103226.928,0.018,103226.851,102158.759,1061.01,189.442,0.005,25929,25929,1037160,1037160,3.9107142857142856,6.414999999999999,"[9549.503525158023, 8804.038271801875]","[500, 500]",482.4,135.5,14.5,459.42857142857144,189.5,20.5,482.4,135.5,14.5,0.0,0.5,0.50625,9.854399999999998e-05,0.8178445200125376,-0.019507156933347383,1.666711195309957,0.6451632897059123,0.006002093438291922,-0.40825235744317373,0.002345371428571428,0.0,0.5,0.7593750000000001,9.854400000000001e-05,0.8421137545789991,-0.010595480163049485,1.6965393253735133,0.7885329638208661,0.0051509437346664655,-0.2251481211611203,0.0023453714285714285,0.0,0.5,0.7593749999999998,9.854399999999998e-05,0.7319586098194122,-0.016487121116369963,1.4858863631884256,0.6285363733768463,0.006259026116216167,-0.3196054349342982,0.002345371428571428
0,0,0,1045200,1045200,26130,26130,8040,8040,78.66253964766156,78.66253964766156,1045200,1045200,1045200,8040,1045200,False,130,default,2026-03-07_16-02-51,1772899371,102.20921492576599,618.3459401130676,7,dc23a8baeca3,172.18.0.2,618.3459401130676,6,26130,26130,1045200,1045200,9549.503525158023,8804.038271801875,9176.77089847995,500.0,1000,0,0,9549.503525158023,8804.038271801875,9176.77089847995,0,103057.234,0.018,103057.161,101967.534,1082.124,185.746,0.005,26130,26130,1045200,1045200,3.8384057971014496,6.423913043478261,"[9549.503525158023, 8804.038271801875]","[500, 500]",482.4,165.5,14.5,459.42857142857144,231.5,20.5,482.4,165.5,14.5,0.0,0.5,0.50625,9.814199999999998e-05,0.8422373692194621,-0.0169575147718812,1.7090210437774658,0.9703238825003306,0.007389060350881967,-0.4063271045684814,0.0023224000000000005,0.0,0.5,0.7593750000000001,9.814200000000001e-05,1.0679670075575511,-0.019426074189444382,2.1627223065921237,0.9660349289576212,0.007244285400832139,-0.22855926695324125,0.0023224,0.0,0.5,0.7593749999999998,9.814199999999998e-05,0.7678209761778514,-0.022961076193799574,1.5687081774075826,0.9695014039675395,0.00747712441564848,-0.32294763028621676,0.0023224000000000005
0,0,0,1053240,1053240,26331,26331,8040,8040,78.55919222946619,78.55919222946619,1053240,1053240,1053240,8040,1053240,False,131,default,2026-03-07_16-04-34,1772899474,102.34362816810608,720.6895682811737,7,dc23a8baeca3,172.18.0.2,720.6895682811737,7,26331,26331,1053240,1053240,9549.503525158023,8804.038271801875,9176.77089847995,500.0,1000,0,0,9549.503525158023,8804.038271801875,9176.77089847995,0,102955.232,0.017,102955.161,101859.904,1088.015,184.74,0.005,26331,26331,1053240,1053240,3.6550724637681156,6.424637681159419,"[9549.503525158023, 8804.038271801875]","[500, 500]",482.4,195.5,14.5,459.42857142857144,273.5,20.5,482.4,195.5,14.5,0.0,0.5,0.50625,9.773999999999997e-05,0.8196368416150411,-0.018160017661284656,1.6644869367281596,0.9431732157866161,0.00912050309392119,-0.4071262389421463,0.0022994285714285716,0.0,0.5,0.7593750000000001,9.774e-05,1.0358079175154369,-0.014045574225574023,2.089722230320885,0.9484663690839495,0.005872487406079364,-0.23178169379631677,0.002299428571428571,0.0,0.5,0.7593749999999998,9.773999999999997e-05,0.7107612947622935,-0.021662455517798662,1.4494810461997987,0.9461559434731801,0.0091291924858524,-0.32648951013882954,0.0022994285714285716
0,0,0,1061280,1061280,26532,26532,8040,8040,76.34958475944183,76.34958475944183,1061280,1061280,1061280,8040,1061280,False,132,default,2026-03-07_16-06-19,1772899579,105.30560946464539,825.9951777458191,7,dc23a8baeca3,172.18.0.2,825.9951777458191,8,26532,26532,1061280,1061280,11038.48879603957,8804.038271801875,9797.343530999824,500.0,1500,0,1,11038.48879603957,8804.038271801875,9797.343530999824,1,103248.966,0.017,103248.897,102146.602,1095.082,183.548,0.005,26532,26532,1061280,1061280,4.277857142857144,6.40142857142857,"[9549.503525158023, 8804.038271801875, 11038.48879603957]","[500, 500, 500]",482.4,225.5,14.5,459.42857142857144,315.5,20.5,482.4,225.5,14.5,0.0,0.5,0.50625,9.733800000000005e-05,0.9562921384970348,-0.017472022709747157,1.9378867665926616,0.6952185928821564,0.00769084646308329,-0.4073434482018153,0.0022764571428571427,0.0,0.5,0.7593750000000001,9.7338e-05,1.288424321583339,-0.01495551511955758,2.5973784639721824,0.7905956733794439,0.005474850767010746,-0.2341932182510694,0.0022764571428571423,0.0,0.5,0.7593749999999998,9.733800000000005e-05,0.8037318130334218,-0.015316840206893782,1.6282481670379638,0.7606437782446543,0.005502039483690169,-0.3279074639081955,0.0022764571428571427
0,0,0,1069320,1069320,26733,26733,8040,8040,78.78869357550691,78.78869357550691,1069320,1069320,1069320,8040,1069320,False,133,default,2026-03-07_16-08-02,1772899682,102.04572749137878,928.0409052371979,7,dc23a8baeca3,172.18.0.2,928.0409052371979,9,26733,26733,1069320,1069320,11038.48879603957,8804.038271801875,9797.343530999824,500.0,1500,0,0,11038.48879603957,8804.038271801875,9797.343530999824,0,103115.204,0.017,103115.136,102009.699,1098.09,183.045,0.005,26733,26733,1069320,1069320,3.975362318840579,6.428260869565217,"[9549.503525158023, 8804.038271801875, 11038.48879603957]","[500, 500, 500]",482.4,255.5,14.5,459.42857142857144,357.5,20.5,482.4,255.5,14.5,0.0,0.5,0.50625,9.693600000000004e-05,0.6784290850162507,-0.020937815432747205,1.3896158814430237,0.9643237292766571,0.007207264303118185,-0.4039427568515142,0.0022534857142857143,0.0,0.5,0.7593750000000001,9.6936e-05,0.7356878150077093,-0.019063985130439203,1.4978484199160622,0.9680428774583907,0.006976664304688927,-0.235050197158541,0.0022534857142857143,0.0,0.5,0.7593749999999998,9.693600000000004e-05,0.4268573353687922,-0.021423849541073046,0.8849093377590179,0.9501792987187704,0.006693571513945547,-0.32997019290924073,0.0022534857142857143
0,0,0,1077360,1077360,26934,26934,8040,8040,77.91638170916966,77.91638170916966,1077360,1077360,1077360,8040,1077360,False,134,default,2026-03-07_16-09-45,1772899785,103.18809151649475,1031.2289967536926,7,dc23a8baeca3,172.18.0.2,1031.2289967536926,10,26934,26934,1077360,1077360,11038.48879603957,8804.038271801875,9701.00487157546,500.0,2000,0,1,11038.48879603957,8804.038271801875,9701.00487157546,1,103122.441,0.017,103122.371,102011.299,1103.71,182.113,0.005,26934,26934,1077360,1077360,4.063571428571429,6.407142857142857,"[9549.503525158023, 8804.038271801875, 11038.48879603957, 9411.988893302367]","[500, 500, 500, 500]",482.4,285.5,14.5,459.42857142857144,399.5,20.5,482.4,285.5,14.5,0.0,0.5,0.50625,9.653400000000003e-05,0.84335697889328,-0.01667291244181494,1.7098364114761353,0.7975397964318593,0.008331048914775844,-0.4008538782596588,0.0022305142857142863,0.0,0.5,0.7593750000000001,9.6534e-05,1.080054903314227,-0.025065798290251268,2.200309347538721,0.82140565770013,0.005846137025617368,-0.23609815396013714,0.002230514285714286,0.0,0.5,0.7593749999999998,9.653400000000003e-05,0.8039199272791545,-0.01753548381772513,1.6307814757029215,0.6926650802294413,0.007011967635965751,-0.33173982203006747,0.0022305142857142863
